id,title,hasVersion,description,publisher,language,license,themeTaxonomy
GDI-LU,GDI-LU Fair data point,1,GDI Luxembourg - Catalogue,LNDS,English,https://en.wikipedia.org/wiki/Proprietary_software,https://gdi.onemilliongenomes.eu
